Country,City,Charging Station ID,Charging Station Type,EV Model,Manufacturer,Battery Capacity (kWh),Charging Start Time,Charging End Time,Charging Duration (mins),Energy Delivered (kWh),Charging Cost ($),Payment Method,Temperature (°C),Charging Session Outcome,Station Utilization Rate (%)
France,Nice,CS-2947,Level 1,Hyundai Kona Electric,Hyundai,64,2025-02-09 10:20:55,2025-02-09 10:55:55,35,17.42,3.82,Card,32.5,Aborted,53.9
USA,Los Angeles,CS-9603,Level 1,Renault Zoe,Renault,52,2025-03-05 04:18:20,2025-03-05 04:54:20,36,9.88,2.82,Subscription,32.3,Aborted,34.7
France,Nice,CS-6045,Level 1,Hyundai Kona Electric,Hyundai,64,2025-01-11 09:12:02,2025-01-11 11:20:02,128,41.96,5.85,Card,-3.6,Aborted,78.8
India,Delhi,CS-9451,Level 1,Kia EV6,Kia,77,2025-01-23 23:17:13,2025-01-24 01:50:13,153,72.31,19.13,Subscription,16.6,Failed,57.8
Australia,Melbourne,CS-5923,Level 2,Renault Zoe,Renault,52,2025-01-25 03:34:45,2025-01-25 06:32:45,178,35.06,6.76,App,16.6,Completed,45.3
India,Delhi,CS-6869,Level 1,Hyundai Kona Electric,Hyundai,64,2025-03-16 03:57:17,2025-03-16 04:51:17,54,22.91,2.29,App,6.5,Failed,10.7
Norway,Bergen,CS-7200,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-02-18 23:23:58,2025-02-18 23:40:58,17,50.19,17.03,Card,26.9,Failed,39.9
Canada,Montreal,CS-1167,DC Fast,Porsche Taycan,Porsche,93,2025-02-12 13:50:03,2025-02-12 15:46:03,116,26.99,8.49,App,28.1,Completed,31.0
Canada,Montreal,CS-2055,DC Fast,Chevy Bolt,Chevrolet,66,2025-03-01 16:38:09,2025-03-01 19:05:09,147,51.64,19.26,Subscription,5.9,Failed,69.4
China,Shanghai,CS-6214,DC Fast,Chevy Bolt,Chevrolet,66,2025-02-19 08:02:59,2025-02-19 08:34:59,32,16.13,3.01,App,19.7,Aborted,66.0
Norway,Oslo,CS-8152,Level 1,Audi e-tron,Audi,95,2025-02-22 14:50:19,2025-02-22 15:09:19,19,18.69,7.31,Card,33.9,Aborted,31.5
Norway,Trondheim,CS-5386,Level 1,Tesla Model 3,Tesla,60,2025-02-21 15:23:31,2025-02-21 16:37:31,74,9.96,1.04,App,11.8,Aborted,89.8
Norway,Trondheim,CS-6237,Level 1,Tesla Model 3,Tesla,60,2025-04-01 05:38:48,2025-04-01 07:17:48,99,9.41,3.06,Card,5.7,Aborted,15.7
Norway,Oslo,CS-8041,Level 1,Chevy Bolt,Chevrolet,66,2025-02-08 02:21:19,2025-02-08 03:40:19,79,54.85,19.11,Subscription,5.0,Aborted,29.8
USA,New York,CS-8770,Level 2,Kia EV6,Kia,77,2025-02-15 17:04:09,2025-02-15 17:43:09,39,42.52,16.78,App,22.3,Aborted,84.9
UK,Birmingham,CS-9353,DC Fast,Tesla Model 3,Tesla,60,2025-01-30 00:51:45,2025-01-30 03:26:45,155,33.65,5.92,App,2.9,Completed,79.1
France,Paris,CS-7456,Level 2,Chevy Bolt,Chevrolet,66,2025-01-23 15:27:54,2025-01-23 18:24:54,177,31.48,3.29,Subscription,-0.2,Completed,10.7
USA,San Francisco,CS-3420,Level 1,Kia EV6,Kia,77,2025-03-25 00:55:47,2025-03-25 03:42:47,167,16.16,5.35,Card,15.0,Failed,59.5
USA,New York,CS-2296,Level 1,Audi e-tron,Audi,95,2025-03-03 03:25:21,2025-03-03 06:25:21,180,18.85,4.92,Card,14.5,Aborted,88.5
India,Delhi,CS-4015,Level 1,Chevy Bolt,Chevrolet,66,2025-04-08 02:38:13,2025-04-08 02:58:13,20,47.04,9.76,App,30.9,Aborted,66.5
Japan,Osaka,CS-8734,Level 2,Renault Zoe,Renault,52,2025-01-16 00:10:00,2025-01-16 02:30:00,140,13.92,2.17,App,24.3,Aborted,79.4
Australia,Brisbane,CS-5577,Level 2,BMW i3,BMW,42,2025-01-13 15:56:00,2025-01-13 16:28:00,32,24.65,5.79,Subscription,9.7,Completed,72.1
Japan,Osaka,CS-7661,DC Fast,BMW i3,BMW,42,2025-03-15 04:41:02,2025-03-15 05:00:02,19,27.93,5.84,Card,7.8,Completed,62.7
Japan,Osaka,CS-1549,Level 1,Chevy Bolt,Chevrolet,66,2025-04-05 06:26:47,2025-04-05 08:55:47,149,46.68,15.39,Subscription,6.3,Aborted,61.3
Germany,Berlin,CS-9680,Level 1,Renault Zoe,Renault,52,2025-02-14 12:21:17,2025-02-14 12:53:17,32,7.06,2.69,Card,3.1,Aborted,25.3
USA,San Francisco,CS-7937,Level 2,Porsche Taycan,Porsche,93,2025-02-12 11:42:16,2025-02-12 14:02:16,140,51.27,15.91,Card,9.7,Failed,67.4
USA,New York,CS-6752,Level 2,Kia EV6,Kia,77,2025-01-13 00:23:48,2025-01-13 00:58:48,35,38.7,11.29,Subscription,24.7,Aborted,75.8
USA,San Francisco,CS-7210,Level 2,Hyundai Kona Electric,Hyundai,64,2025-01-14 11:02:37,2025-01-14 13:32:37,150,7.4,0.9,Card,32.8,Failed,17.8
France,Nice,CS-4080,DC Fast,Porsche Taycan,Porsche,93,2025-02-21 05:51:57,2025-02-21 06:54:57,63,21.99,6.53,Subscription,32.9,Failed,69.9
Canada,Montreal,CS-3673,DC Fast,Nissan Leaf,Nissan,40,2025-01-31 16:43:17,2025-01-31 19:41:17,178,25.18,7.61,Subscription,12.1,Completed,23.3
UK,Birmingham,CS-5259,DC Fast,Porsche Taycan,Porsche,93,2025-02-16 05:15:31,2025-02-16 07:39:31,144,34.7,5.12,App,32.3,Aborted,54.0
India,Delhi,CS-7488,DC Fast,Porsche Taycan,Porsche,93,2025-02-12 16:03:47,2025-02-12 19:00:47,177,42.89,13.63,Card,17.5,Completed,40.0
Japan,Yokohama,CS-2541,Level 2,Hyundai Kona Electric,Hyundai,64,2025-01-19 12:17:33,2025-01-19 14:04:33,107,61.74,14.46,Card,24.1,Aborted,57.7
Japan,Tokyo,CS-7260,Level 2,Hyundai Kona Electric,Hyundai,64,2025-01-23 11:34:39,2025-01-23 11:50:39,16,22.72,3.78,Card,25.9,Failed,75.8
Japan,Yokohama,CS-5206,Level 1,Renault Zoe,Renault,52,2025-04-07 23:38:38,2025-04-08 02:19:38,161,48.52,7.1,App,9.2,Completed,31.2
Australia,Sydney,CS-3124,Level 2,Chevy Bolt,Chevrolet,66,2025-03-21 09:15:53,2025-03-21 10:35:53,80,54.48,6.95,Subscription,31.7,Failed,16.2
India,Delhi,CS-4614,DC Fast,BMW i3,BMW,42,2025-01-13 17:04:54,2025-01-13 19:23:54,139,35.55,10.91,Card,18.8,Aborted,13.0
Australia,Melbourne,CS-5794,Level 2,Nissan Leaf,Nissan,40,2025-02-16 15:03:17,2025-02-16 15:32:17,29,37.27,7.47,App,32.2,Completed,79.6
France,Nice,CS-3827,Level 1,BYD Han,BYD,76,2025-03-22 17:46:41,2025-03-22 18:03:41,17,50.01,14.49,App,16.0,Aborted,53.2
UK,Manchester,CS-8150,Level 2,Renault Zoe,Renault,52,2025-02-22 07:14:58,2025-02-22 08:25:58,71,12.2,3.69,App,25.1,Failed,50.4
France,Lyon,CS-5307,Level 2,Hyundai Kona Electric,Hyundai,64,2025-02-23 01:24:08,2025-02-23 03:19:08,115,13.73,2.76,Subscription,24.8,Failed,41.9
Germany,Munich,CS-5440,Level 1,Renault Zoe,Renault,52,2025-03-24 18:37:15,2025-03-24 20:43:15,126,41.37,5.76,App,17.4,Aborted,41.6
Australia,Sydney,CS-4974,Level 1,Renault Zoe,Renault,52,2025-04-02 00:09:42,2025-04-02 03:01:42,172,51.86,13.34,Card,5.7,Aborted,35.9
Australia,Sydney,CS-5469,Level 2,Nissan Leaf,Nissan,40,2025-03-04 02:31:23,2025-03-04 04:31:23,120,19.82,4.05,App,18.8,Completed,71.6
UK,Manchester,CS-2030,Level 1,BYD Han,BYD,76,2025-03-06 12:07:51,2025-03-06 14:15:51,128,49.25,11.43,Card,22.4,Completed,70.6
Germany,Berlin,CS-6451,Level 2,Tesla Model 3,Tesla,60,2025-02-17 08:31:07,2025-02-17 09:48:07,77,57.19,21.62,Card,8.7,Completed,34.4
Norway,Oslo,CS-6274,DC Fast,Audi e-tron,Audi,95,2025-03-27 11:39:30,2025-03-27 12:47:30,68,71.6,11.71,Subscription,25.0,Failed,48.6
UK,Birmingham,CS-1947,Level 1,Tesla Model 3,Tesla,60,2025-03-05 07:44:52,2025-03-05 09:35:52,111,37.07,11.09,App,1.8,Aborted,26.1
Australia,Melbourne,CS-5487,Level 2,Tesla Model 3,Tesla,60,2025-01-28 19:20:53,2025-01-28 21:34:53,134,41.01,4.2,Subscription,5.9,Failed,38.8
Germany,Berlin,CS-4739,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-01-29 03:53:18,2025-01-29 05:46:18,113,18.64,3.99,Card,31.2,Aborted,79.3
Japan,Tokyo,CS-9784,DC Fast,BMW i3,BMW,42,2025-02-15 08:56:07,2025-02-15 10:01:07,65,23.52,5.58,Card,-3.4,Failed,34.4
Norway,Bergen,CS-1065,DC Fast,BMW i3,BMW,42,2025-02-14 21:04:39,2025-02-14 21:23:39,19,17.83,3.67,App,4.4,Failed,32.1
USA,San Francisco,CS-2981,Level 1,Hyundai Kona Electric,Hyundai,64,2025-03-22 16:41:29,2025-03-22 18:35:29,114,57.53,19.82,Subscription,33.0,Completed,22.1
Canada,Montreal,CS-4562,DC Fast,BMW i3,BMW,42,2025-03-01 18:58:13,2025-03-01 19:35:13,37,32.01,8.2,Subscription,29.9,Failed,28.2
France,Nice,CS-8224,Level 2,BMW i3,BMW,42,2025-03-01 07:35:43,2025-03-01 09:39:43,124,40.91,15.26,App,16.7,Completed,62.2
Australia,Brisbane,CS-9089,DC Fast,Chevy Bolt,Chevrolet,66,2025-03-22 07:49:05,2025-03-22 08:39:05,50,23.85,7.43,Card,12.2,Completed,62.5
Australia,Sydney,CS-7778,Level 1,Audi e-tron,Audi,95,2025-03-02 15:59:16,2025-03-02 16:31:16,32,55.16,21.21,Card,7.7,Completed,68.2
India,Delhi,CS-9323,DC Fast,Porsche Taycan,Porsche,93,2025-03-22 00:21:55,2025-03-22 01:53:55,92,43.98,16.72,Subscription,6.0,Completed,18.5
UK,London,CS-4303,Level 1,BYD Han,BYD,76,2025-03-11 22:30:09,2025-03-12 01:22:09,172,23.95,6.47,Subscription,4.3,Failed,12.1
Germany,Hamburg,CS-4757,DC Fast,Kia EV6,Kia,77,2025-01-13 23:51:25,2025-01-14 00:40:25,49,41.17,11.59,Subscription,10.0,Aborted,49.3
UK,London,CS-6659,Level 1,Chevy Bolt,Chevrolet,66,2025-03-22 02:08:09,2025-03-22 03:20:09,72,6.97,2.3,App,33.0,Completed,69.4
France,Paris,CS-2381,DC Fast,Nissan Leaf,Nissan,40,2025-01-24 06:24:55,2025-01-24 07:24:55,60,37.45,14.82,App,22.5,Aborted,81.0
Canada,Vancouver,CS-9165,Level 2,Tesla Model 3,Tesla,60,2025-03-02 23:46:59,2025-03-03 02:36:59,170,45.44,9.73,App,19.5,Failed,55.8
Japan,Yokohama,CS-6428,Level 1,Tesla Model 3,Tesla,60,2025-03-03 11:56:07,2025-03-03 14:24:07,148,11.01,2.61,Card,15.7,Aborted,88.7
USA,San Francisco,CS-4468,Level 1,Porsche Taycan,Porsche,93,2025-03-10 10:25:16,2025-03-10 12:52:16,147,72.33,28.12,App,12.6,Aborted,71.9
China,Shanghai,CS-7273,DC Fast,BMW i3,BMW,42,2025-02-15 04:19:20,2025-02-15 06:22:20,123,15.89,5.97,Subscription,31.1,Aborted,76.4
Norway,Oslo,CS-6313,DC Fast,Renault Zoe,Renault,52,2025-03-09 21:27:38,2025-03-09 22:10:38,43,13.45,3.71,Subscription,0.4,Aborted,35.9
USA,New York,CS-8721,Level 2,Kia EV6,Kia,77,2025-02-15 19:54:48,2025-02-15 22:40:48,166,69.56,25.65,Card,5.0,Failed,61.9
UK,Birmingham,CS-2017,Level 2,Nissan Leaf,Nissan,40,2025-03-31 22:04:54,2025-03-31 22:42:54,38,9.0,2.11,Card,16.0,Aborted,68.1
Japan,Yokohama,CS-2422,Level 1,BMW i3,BMW,42,2025-04-07 08:13:25,2025-04-07 10:04:25,111,25.36,2.87,App,17.6,Failed,79.0
UK,London,CS-4165,Level 2,BMW i3,BMW,42,2025-02-27 04:14:52,2025-02-27 04:42:52,28,20.52,3.96,App,20.1,Completed,81.9
France,Paris,CS-2754,Level 2,BYD Han,BYD,76,2025-01-13 06:10:20,2025-01-13 07:29:20,79,5.87,1.46,Subscription,27.3,Failed,80.6
France,Paris,CS-3725,DC Fast,BYD Han,BYD,76,2025-03-07 21:06:27,2025-03-07 23:22:27,136,37.22,8.66,Subscription,-4.7,Failed,32.2
Japan,Tokyo,CS-9471,Level 1,Tesla Model 3,Tesla,60,2025-03-21 13:48:20,2025-03-21 14:50:20,62,13.15,3.89,Card,29.2,Failed,56.2
Australia,Melbourne,CS-7156,Level 1,Audi e-tron,Audi,95,2025-03-14 00:47:39,2025-03-14 01:24:39,37,9.41,2.12,Card,21.9,Failed,62.9
Australia,Brisbane,CS-6218,Level 2,Renault Zoe,Renault,52,2025-03-09 23:14:54,2025-03-10 00:14:54,60,50.42,16.38,Card,-1.3,Aborted,35.8
Canada,Toronto,CS-3982,Level 1,Porsche Taycan,Porsche,93,2025-04-06 14:03:33,2025-04-06 16:38:33,155,10.71,2.58,Subscription,29.4,Aborted,52.2
Japan,Tokyo,CS-4814,DC Fast,Chevy Bolt,Chevrolet,66,2025-01-22 02:06:56,2025-01-22 04:57:56,171,8.55,2.32,Subscription,34.5,Aborted,67.9
Australia,Brisbane,CS-9600,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-02-06 06:29:28,2025-02-06 08:33:28,124,40.92,7.98,Subscription,34.8,Aborted,84.2
Australia,Brisbane,CS-6394,Level 1,Kia EV6,Kia,77,2025-03-13 20:00:49,2025-03-13 22:28:49,148,57.5,14.34,Subscription,4.3,Aborted,88.3
USA,New York,CS-5162,Level 1,Tesla Model 3,Tesla,60,2025-01-10 20:19:04,2025-01-10 22:33:04,134,39.4,5.33,Subscription,35.0,Aborted,13.6
India,Bangalore,CS-5828,Level 2,Chevy Bolt,Chevrolet,66,2025-01-14 19:00:44,2025-01-14 19:17:44,17,44.08,13.53,Card,7.3,Failed,54.0
USA,New York,CS-4891,Level 1,Audi e-tron,Audi,95,2025-02-01 08:48:06,2025-02-01 10:30:06,102,40.64,11.0,Card,2.8,Aborted,83.8
Norway,Bergen,CS-9061,Level 2,Tesla Model 3,Tesla,60,2025-04-02 14:35:16,2025-04-02 17:35:16,180,12.47,1.83,Subscription,30.8,Aborted,72.7
Canada,Montreal,CS-3886,Level 2,Tesla Model 3,Tesla,60,2025-01-08 05:59:24,2025-01-08 08:27:24,148,21.46,6.81,Subscription,16.4,Completed,56.2
India,Delhi,CS-9410,Level 2,Nissan Leaf,Nissan,40,2025-03-08 01:29:21,2025-03-08 02:22:21,53,14.82,1.62,Subscription,16.4,Completed,55.7
Canada,Toronto,CS-4593,DC Fast,BYD Han,BYD,76,2025-03-26 14:36:38,2025-03-26 15:20:38,44,66.39,21.61,App,23.4,Aborted,43.1
Norway,Oslo,CS-5922,DC Fast,Audi e-tron,Audi,95,2025-03-11 01:54:40,2025-03-11 04:04:40,130,79.65,15.2,App,2.0,Aborted,72.8
France,Paris,CS-8609,DC Fast,Kia EV6,Kia,77,2025-02-20 02:35:54,2025-02-20 04:59:54,144,6.8,1.66,Card,2.6,Aborted,68.6
Japan,Osaka,CS-3179,DC Fast,Audi e-tron,Audi,95,2025-03-07 18:48:11,2025-03-07 19:39:11,51,74.25,9.61,Subscription,34.7,Completed,68.0
Norway,Bergen,CS-3157,DC Fast,Renault Zoe,Renault,52,2025-02-26 21:46:24,2025-02-26 22:30:24,44,5.19,1.97,Subscription,29.9,Aborted,47.4
USA,New York,CS-7320,DC Fast,Renault Zoe,Renault,52,2025-02-02 15:46:48,2025-02-02 17:20:48,94,6.06,1.98,Card,7.8,Completed,32.9
Japan,Osaka,CS-7427,Level 1,Kia EV6,Kia,77,2025-03-11 05:30:26,2025-03-11 06:15:26,45,24.63,3.63,Card,33.3,Failed,51.1
France,Nice,CS-8515,DC Fast,Audi e-tron,Audi,95,2025-03-13 09:28:19,2025-03-13 12:03:19,155,33.66,4.8,App,18.0,Completed,15.7
Australia,Melbourne,CS-3987,DC Fast,Renault Zoe,Renault,52,2025-02-14 20:23:55,2025-02-14 22:31:55,128,7.38,0.8,Card,-0.8,Completed,16.9
Canada,Toronto,CS-6248,Level 2,BYD Han,BYD,76,2025-03-29 21:04:49,2025-03-29 23:50:49,166,49.69,15.26,Subscription,9.2,Aborted,75.4
Japan,Tokyo,CS-9044,DC Fast,Kia EV6,Kia,77,2025-02-11 03:07:06,2025-02-11 05:47:06,160,14.49,4.98,App,-1.1,Aborted,64.8
Norway,Bergen,CS-2058,Level 2,Chevy Bolt,Chevrolet,66,2025-03-04 23:29:38,2025-03-05 00:41:38,72,13.77,5.08,App,10.7,Failed,83.4
India,Delhi,CS-8860,Level 2,Kia EV6,Kia,77,2025-02-20 01:15:59,2025-02-20 03:34:59,139,7.18,1.74,App,13.4,Completed,32.6
India,Bangalore,CS-5792,DC Fast,BYD Han,BYD,76,2025-03-29 22:03:40,2025-03-29 22:50:40,47,41.06,9.1,Card,8.0,Failed,15.7
China,Shenzhen,CS-2090,Level 1,Kia EV6,Kia,77,2025-01-15 09:10:39,2025-01-15 11:07:39,117,47.52,8.15,Subscription,1.4,Aborted,40.7
India,Mumbai,CS-8891,Level 2,BYD Han,BYD,76,2025-02-28 15:27:22,2025-02-28 17:32:22,125,60.69,14.0,Subscription,22.8,Completed,63.0
Germany,Hamburg,CS-6262,Level 2,BYD Han,BYD,76,2025-02-16 09:18:00,2025-02-16 11:37:00,139,13.12,3.66,Subscription,-1.1,Aborted,24.1
Canada,Toronto,CS-7984,Level 2,BYD Han,BYD,76,2025-03-11 21:09:46,2025-03-11 21:51:46,42,53.67,14.97,App,14.8,Failed,14.9
France,Paris,CS-1443,DC Fast,BYD Han,BYD,76,2025-02-25 11:05:28,2025-02-25 14:02:28,177,62.5,20.45,Card,13.1,Aborted,41.2
Australia,Melbourne,CS-8814,DC Fast,Chevy Bolt,Chevrolet,66,2025-04-02 06:04:31,2025-04-02 07:11:31,67,46.57,9.08,Subscription,7.2,Aborted,67.4
India,Mumbai,CS-6221,Level 1,BYD Han,BYD,76,2025-02-26 10:45:25,2025-02-26 11:02:25,17,48.42,12.26,App,-2.5,Failed,87.4
USA,San Francisco,CS-3277,Level 1,Renault Zoe,Renault,52,2025-01-26 05:06:38,2025-01-26 06:52:38,106,10.16,1.88,Card,12.3,Failed,41.5
India,Bangalore,CS-5039,DC Fast,Porsche Taycan,Porsche,93,2025-03-24 20:32:04,2025-03-24 22:30:04,118,38.58,10.17,Card,14.0,Completed,54.4
India,Delhi,CS-8829,Level 1,BMW i3,BMW,42,2025-03-11 13:06:57,2025-03-11 14:34:57,88,41.91,12.62,Card,-2.1,Completed,21.5
Norway,Trondheim,CS-3366,Level 2,Porsche Taycan,Porsche,93,2025-01-20 19:59:01,2025-01-20 20:48:01,49,12.45,3.64,App,30.7,Failed,58.4
Canada,Montreal,CS-8607,Level 2,BMW i3,BMW,42,2025-03-23 13:02:00,2025-03-23 15:13:00,131,23.85,6.33,App,9.2,Completed,44.0
USA,San Francisco,CS-1270,DC Fast,Kia EV6,Kia,77,2025-01-29 05:59:45,2025-01-29 07:14:45,75,56.27,10.17,Subscription,9.7,Completed,55.5
India,Mumbai,CS-2440,DC Fast,BYD Han,BYD,76,2025-01-24 22:38:17,2025-01-25 00:56:17,138,73.28,9.09,Subscription,16.1,Aborted,47.2
Germany,Hamburg,CS-8265,DC Fast,BYD Han,BYD,76,2025-02-18 17:34:02,2025-02-18 18:11:02,37,22.41,6.48,Subscription,-1.9,Failed,53.1
Australia,Melbourne,CS-1717,Level 1,BYD Han,BYD,76,2025-02-27 04:06:45,2025-02-27 04:34:45,28,69.15,18.01,App,13.2,Aborted,55.9
India,Delhi,CS-4574,DC Fast,Audi e-tron,Audi,95,2025-01-21 01:41:59,2025-01-21 03:11:59,90,31.03,3.43,Subscription,7.2,Failed,30.8
Norway,Trondheim,CS-2198,DC Fast,BMW i3,BMW,42,2025-02-13 08:55:20,2025-02-13 11:36:20,161,6.91,2.74,Subscription,-3.9,Aborted,16.6
Japan,Tokyo,CS-7920,Level 2,Hyundai Kona Electric,Hyundai,64,2025-03-21 07:40:18,2025-03-21 08:59:18,79,12.82,2.36,Card,24.7,Failed,24.0
Australia,Brisbane,CS-1274,DC Fast,BMW i3,BMW,42,2025-03-30 11:31:23,2025-03-30 13:40:23,129,18.68,2.85,Card,14.4,Failed,79.0
India,Mumbai,CS-6458,Level 2,BMW i3,BMW,42,2025-02-21 13:28:55,2025-02-21 16:15:55,167,39.56,5.79,App,25.8,Completed,62.9
UK,London,CS-6215,Level 1,BYD Han,BYD,76,2025-02-09 20:35:58,2025-02-09 22:18:58,103,8.86,1.59,Card,1.7,Aborted,48.1
Norway,Trondheim,CS-3541,Level 2,Renault Zoe,Renault,52,2025-03-21 15:11:38,2025-03-21 16:25:38,74,22.85,7.12,App,0.8,Aborted,10.9
Norway,Bergen,CS-4380,DC Fast,Audi e-tron,Audi,95,2025-03-18 04:11:16,2025-03-18 06:41:16,150,66.46,7.46,Subscription,9.2,Aborted,58.8
China,Shanghai,CS-4833,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-02-25 15:56:59,2025-02-25 17:19:59,83,52.34,9.24,App,13.4,Failed,69.9
Australia,Sydney,CS-4659,Level 2,Renault Zoe,Renault,52,2025-01-11 01:17:00,2025-01-11 02:58:00,101,36.85,14.66,Subscription,-4.6,Completed,76.5
USA,Los Angeles,CS-5998,Level 1,Nissan Leaf,Nissan,40,2025-04-05 08:41:13,2025-04-05 11:10:13,149,8.64,2.02,Subscription,6.3,Completed,12.7
Australia,Sydney,CS-8383,DC Fast,Tesla Model 3,Tesla,60,2025-03-26 23:19:38,2025-03-27 02:06:38,167,41.11,14.41,Subscription,-0.1,Completed,16.9
Australia,Sydney,CS-3135,Level 1,Porsche Taycan,Porsche,93,2025-03-15 07:00:50,2025-03-15 10:00:50,180,54.81,21.38,Subscription,2.4,Aborted,47.4
Germany,Hamburg,CS-4781,DC Fast,Kia EV6,Kia,77,2025-02-07 14:07:40,2025-02-07 15:32:40,85,60.39,18.58,App,5.3,Completed,32.2
USA,Los Angeles,CS-1962,Level 2,Porsche Taycan,Porsche,93,2025-03-09 12:28:16,2025-03-09 14:08:16,100,92.64,16.44,Card,12.6,Aborted,88.4
France,Nice,CS-6939,DC Fast,Porsche Taycan,Porsche,93,2025-01-29 03:31:06,2025-01-29 04:31:06,60,61.8,8.19,App,3.7,Failed,18.5
Norway,Trondheim,CS-7190,DC Fast,Hyundai Kona Electric,Hyundai,64,2025-02-24 18:08:20,2025-02-24 18:49:20,41,7.06,0.86,App,26.1,Completed,81.7
UK,Birmingham,CS-8363,DC Fast,Tesla Model 3,Tesla,60,2025-02-03 10:51:38,2025-02-03 11:15:38,24,41.55,7.48,App,31.2,Failed,10.3
Norway,Bergen,CS-4710,Level 1,Porsche Taycan,Porsche,93,2025-03-02 01:26:46,2025-03-02 03:24:46,118,79.28,26.5,Subscription,4.0,Aborted,86.3
Norway,Oslo,CS-7498,DC Fast,BYD Han,BYD,76,2025-03-17 11:14:35,2025-03-17 13:46:35,152,71.39,14.83,App,11.0,Failed,89.8
Germany,Munich,CS-4475,Level 2,Renault Zoe,Renault,52,2025-02-27 23:43:56,2025-02-28 01:25:56,102,8.78,2.09,Subscription,3.1,Failed,13.1
Canada,Montreal,CS-4240,DC Fast,Chevy Bolt,Chevrolet,66,2025-03-19 14:23:59,2025-03-19 15:54:59,91,47.45,17.51,Subscription,9.4,Completed,80.8
Norway,Trondheim,CS-7325,DC Fast,Chevy Bolt,Chevrolet,66,2025-04-01 20:34:21,2025-04-01 21:24:21,50,7.18,0.77,Card,14.6,Completed,73.4
China,Shanghai,CS-5595,Level 2,Renault Zoe,Renault,52,2025-02-12 14:13:50,2025-02-12 16:23:50,130,50.43,5.29,Card,8.5,Failed,13.4
Germany,Berlin,CS-2556,DC Fast,Renault Zoe,Renault,52,2025-03-03 07:36:38,2025-03-03 09:48:38,132,49.18,17.76,Card,24.6,Completed,84.0
USA,San Francisco,CS-7041,DC Fast,BMW i3,BMW,42,2025-02-12 06:29:08,2025-02-12 08:49:08,140,29.19,7.05,Card,4.7,Failed,20.4
UK,Birmingham,CS-3233,DC Fast,Tesla Model 3,Tesla,60,2025-01-31 08:46:28,2025-01-31 10:19:28,93,50.14,6.48,Card,28.4,Completed,75.4
Germany,Berlin,CS-7800,Level 1,Kia EV6,Kia,77,2025-01-08 13:37:11,2025-01-08 16:24:11,167,62.54,10.39,App,8.5,Failed,64.3
India,Mumbai,CS-5839,Level 1,BYD Han,BYD,76,2025-01-31 11:58:30,2025-01-31 14:32:30,154,14.75,5.18,Card,18.7,Aborted,15.1
China,Beijing,CS-9905,Level 2,Porsche Taycan,Porsche,93,2025-02-05 15:50:24,2025-02-05 16:48:24,58,66.27,17.63,Card,32.0,Completed,20.7
Australia,Melbourne,CS-9525,Level 1,BMW i3,BMW,42,2025-03-18 02:44:14,2025-03-18 03:03:14,19,37.55,4.66,Card,32.0,Failed,62.1
China,Shanghai,CS-4566,DC Fast,Kia EV6,Kia,77,2025-02-09 22:53:13,2025-02-09 23:40:13,47,19.84,5.79,App,11.5,Completed,58.8
USA,San Francisco,CS-4897,Level 2,BMW i3,BMW,42,2025-02-24 01:24:10,2025-02-24 03:46:10,142,27.65,3.5,App,11.8,Failed,28.9
Germany,Hamburg,CS-4273,DC Fast,Nissan Leaf,Nissan,40,2025-03-03 14:59:47,2025-03-03 17:52:47,173,17.67,5.8,Subscription,3.8,Failed,62.7
China,Beijing,CS-7662,Level 2,Chevy Bolt,Chevrolet,66,2025-01-09 04:48:15,2025-01-09 05:31:15,43,53.59,16.38,App,2.1,Failed,83.8
USA,San Francisco,CS-3354,DC Fast,Audi e-tron,Audi,95,2025-02-22 18:48:40,2025-02-22 20:15:40,87,23.86,4.19,App,-3.3,Failed,14.2
Japan,Tokyo,CS-6322,Level 1,BMW i3,BMW,42,2025-03-23 04:50:59,2025-03-23 05:12:59,22,22.95,3.09,Subscription,12.8,Failed,36.1
France,Nice,CS-8427,Level 1,Audi e-tron,Audi,95,2025-02-28 04:54:00,2025-02-28 06:07:00,73,75.11,14.86,Card,24.5,Completed,40.0
France,Paris,CS-3411,Level 1,Kia EV6,Kia,77,2025-03-21 16:43:29,2025-03-21 19:27:29,164,39.88,14.64,Card,32.1,Aborted,24.2
India,Mumbai,CS-6712,Level 1,Kia EV6,Kia,77,2025-02-21 12:51:00,2025-02-21 13:55:00,64,50.51,19.83,App,0.1,Failed,55.5
China,Beijing,CS-9581,Level 2,Nissan Leaf,Nissan,40,2025-03-31 14:59:39,2025-03-31 17:13:39,134,21.05,3.19,Card,30.5,Failed,22.5
Australia,Sydney,CS-6339,DC Fast,BYD Han,BYD,76,2025-03-09 16:27:28,2025-03-09 19:03:28,156,65.71,8.28,App,29.5,Completed,57.3
Norway,Bergen,CS-6784,Level 2,Tesla Model 3,Tesla,60,2025-03-09 16:06:54,2025-03-09 18:10:54,124,45.49,7.92,App,18.2,Failed,85.7
Australia,Sydney,CS-4452,DC Fast,Porsche Taycan,Porsche,93,2025-02-26 16:13:52,2025-02-26 16:39:52,26,8.53,2.06,Card,12.0,Aborted,48.3
